category_fullname,video_url,title,langage,questions,video_type,
38La Asociación Cannábica,https://www.youtube.com/watch?v=inIEsAnv9Bw&ab_channel=RevistaGacetaSanitaria Paquete de cigarrillos neutro,Paquete de cigarrillos neutro,ESP,"¿Qué es el paquete neutro? ¿Cómo está reduciendo el consumo de tabaco en otros países? Si algún día se legalizase la marihuana, ¿Tendría sentido que se pudiese empaquetar con campañas publicitarias como cualquier otro producto? ¿Qué efectos tiene el marketing en un producto adictivo? ¿Sería una opción para desincentivar su consumo? ¿También se le tendría que poner este tipo de envases al alcohol? ¿Y al tabaco?",presentación,
"39La Inmobiliaria / La Calle / La Plaza
31La Calle y La Plaza",https://www.lyoutube.com/watch?v=EgXjMwWkv9g&ab_channel=Urban%C3%B3polis El Problema De Las Ciudades UTÓPICAS || Urbanópolis,El Problema De Las Ciudades UTÓPICAS || Urbanópolis,ESP,¿Qué es la ciudad lineal de Arabia Saudí? ¿Son nuevas las utopías urbanas? ¿Cómo han funcionado las ciudades utópicas a lo largo de la historia? ¿Qué fue la ciudad jardín de Ebenezer Howard? ¿Es nueva la idea de la ciudad lineal? ¿Quién fue Le Corbusier y qué influencia ha tenido en la formación de las ciudades de hoy en día? ¿Qué se logró con todas estas utopías? ¿Han funcionado los suburbios en estados unidos? ¿Qué resultados ha dado la “cité radieuse” de Le Corbusier? ¿Se puede tratar a la ciudad como si fuese una máquina?,presentación,
"39La Inmobiliaria / La Calle / La Plaza
31La Calle y La Plaza",https://www.youtube.com/watch?v=AUeuQT6t7kg&ab_channel=VinceGraham Jane Jacobs vs Robert Moses: Urban Fight of the Century,Jane Jacobs vs Robert Moses: Urban Fight of the Century,ENG,"Dentro de lo poco que puede hacer un arquitecto, ¿Cómo puede ayudar a construir un espacio adecuado para la vida urbana? ¿Quién no ha paseado por barrios de enormes bloques de vivienda sin una sola persona en el espacio exterior ajardinado? ¿Qué forma urbana, densidad y tamaño isla o de parcelas permite la existencia de vida en la calle? ¿Qué papel juegan los comercios atrayendo gente a todas horas? ¿Hay vida urbana sin diversidad de comercios en una misma calle? ¿Funcionan los comercios sin un mínimo de vida en su calle? ¿Cómo es el escenario perfecto para la emergencia de nuevos negocios? ¿Qué tamaño de manzana es el óptimo para que el transeúnte siempre pueda coger más de un recorrido para ir de un sitio a otro? ¿Cuál es la densidad de población adecuada para que un barrio prospere? ¿Cómo tiene que ser una calle para que la gente se sienta segura caminando por la noche? ¿Qué porcentaje de vivienda y de oficinas debe tener un sitio para que los comercios tengan clientes durante todo el día? ¿Cómo se puede evitar que la vida de un barrio muera de éxito? ¿Cómo respondió a estas preguntas Jane Jacobs en su primer libro?",documental,
"39La Inmobiliaria / La Calle / La Plaza
31La Calle y La Plaza",https://www.youtube.com/watch?v=DztELO6YBdA&t=3707s&ab_channel=Fundaci%C3%B3nCajaCanarias Jan Gehl y Manuel Delgado: Foro Enciende la Tierra CajaCanarias 2017,Jan Gehl y Manuel Delgado: Foro Enciende la Tierra CajaCanarias 2017,ESP,¿Cuál es la división triádica del espacio que propone Henri Lefebvre? ¿Qué es la representación del espacio? ¿De quién es y cómo se le impone al ciudadano? ¿Cuál es el espacio de los tecnócratas y cómo ha influido en la formación de ciudades? ¿Cómo actúa un urbanista cuando intenta reformar la ciudad? ¿Cuál es el resultado de la peatonalización de las ciudades? ¿Es posible hacer legible una ciudad sin acabar con la vida urbana? ¿Deberíamos desear una ciudad en la que todo el mundo fuera feliz? ¿Cómo estudiar y entender la vida en las ciudades? ¿Cómo deberíamos construir las nuevas ciudades? ¿Cómo se deberían rehabilitar las ciudades que ahora están vacías de vida urbana? ¿Qué es el mercado de ciudades? ¿Qué es el espacio público? ¿Existe la ciudad popular? ¿Por qué el precio de los alquileres sube en una ciudad? ¿Deberíamos dejar de peatonalizar las ciudades por miedo a gentrificarlas?,debate,
"39La Inmobiliaria / La Calle / La Plaza
31La Calle y La Plaza",https://www.youtube.com/watch?v=Hy4QjmKzF1c&ab_channel=TheSchoolofLife How to Make an Attractive City,How to Make an Attractive City,ENG,¿Puede aplicarse el método científico en urbanismo? ¿Qué hace que una ciudad nos parezca un buen sitio para vivir? ¿Cómo encontrar el balance entre caos y orden? ¿Qué es la complejidad organizada? ¿Amamos las ciudades que están llenas de gente? ¿Qué hace que unos espacios se llenen de gente y otros no? ¿Es importante la distancia en la que viven los habitantes los unos con los otros? ¿Cuál es la densidad habitacional adecuada para que haya una vida urbana rica? ¿Cuál es la dimensión ideal de una plaza? ¿Cómo deberían ser las calles de una ciudad? ¿Son los grandes edificios malos per se? ¿Deberíamos buscar los materiales locales para construir una ciudad? ¿Cuál está siendo la barrera que no nos deja construir ciudades en las que valga la pena vivir y todo el mundo tenga su espacio?  ,presentación,
"39La Inmobiliaria / La Calle / La Plaza
31La Calle y La Plaza",https://www.youtube.com/watch?v=lisZBL3_aW8&ab_channel=Cheddar What is the Ideal Size for a City Block ? – Cheddar Explains,What is the Ideal Size for a City Block ? – Cheddar Explains,ENG,¿Cuál es el tamaño perfecto para una ciudad? ¿Por qué se siente tan diferente caminar la misma distancia en dos ciudades diferentes? ¿Cómo crear una ciudad en la que a uno le apetezca andar? ¿Cuál es la superficie adecuada de calles para que salga a cuenta mantenerlas a largo plazo?,presentación,
"39La Inmobiliaria / La Calle / La Plaza
31La Calle y La Plaza",https://www.youtube.com/watch?v=7IsMeKl-Sv0&ab_channel=NotJustBikes Why American Cities Are Broke – The Growth Ponzi Scheme [ST03],Why American Cities Are Broke – The Growth Ponzi Scheme [ST03],ENG,¿Qué es un esquema de Ponzi? ¿En qué se ha basado el sistema de construcción de vivienda estadounidense desde la segunda guerra mundial? ¿Se hizo intencionadamente? ¿Hay algunas ciudades que dependen de cantidades ingentes de infraestructura? ¿Cómo se financian las infraestructuras en un barrio? ¿Cuál es la buena densidad para que el mantenimiento de las infraestructuras sea económicamente sostenible? ¿Cómo son las finanzas de un suburbio estadounidense tipo? ¿La infraestructura de un barrio se limita a las calles y aceras? ¿Serían posibles los suburbios sin un constante incentivo estatal? ¿Qué forma de ciudad es la más sostenible económicamente?,presentación,
"39La Inmobiliaria / La Calle / La Plaza
31La Calle y La Plaza",https://www.youtube.com/watch?v=Gea8MIwzrdg&ab_channel=VisualEconomik ¿Por qué los alquileres són cada vez más caros? – VisualEconomik,¿Por qué los alquileres són cada vez más caros? – VisualEconomik,ESP,¿Por qué los alquileres cada vez son más caros? ¿Por qué el mercado de la vivienda no hace más que ir a peor? ¿Qué explicaciones suelen dar los políticos y periodistas? ¿Por qué están vacías muchas de las viviendas en un país? ¿Suele haber menos casas vacías en los barrios donde el alquiler es más caro? ¿Son los Airbnb los causantes de los alquileres caros? ¿Qué es lo que ha disparado la demanda de vivienda? ¿Cómo ha cambiado la forma de las familias? ¿Han cambiado las viviendas para ofertar el espacio necesario para un núcleo familiar actual? ¿Se deja el espacio para poder rehabilitar de forma fácil una propiedad? ¿Por qué cada vez más gente quiere vivir en las ciudades?,presentación,
"39La Inmobiliaria / La Calle / La Plaza
31La Calle y La Plaza",https://www.youtube.com/watch?v=y_ZBKQCGDho&ab_channel=EduardoBlasco #28 con Gonzalo Melián sobre el urbanismo de mercado,#28 con Gonzalo Melián sobre el urbanismo de mercado,ESP,¿Qué es el urbanismo de mercado? ¿Cuáles son los principales problemas que tiene el urbanismo actual? ¿La causa de los altos precios en las grandes ciudades es escasez de vivienda? ¿Son las ciudades el lugar idóneo para crear riqueza? ¿Cuál es la consecuencia económica de la sectorización de las ciudades? ¿Por qué en algunas ciudades la gente prefiere ir en coche y en otras prefiere ir en metro? ¿El urbanista carece de suficiente información para diseñar las ciudades? ¿Por qué siempre se responde a los problemas con más regulación? ¿Por qué el urbanismo actual tiende a construir ciudades de baja densidad? ¿Hay mucha intervención en el urbanismo español? ¿Hay algún modelo en el mundo que no esté intervenido? ¿Cuáles son las únicas regulaciones que deberían existir? ¿Qué es el derecho contractual? ¿Cuáles son las consecuencias de la regulación? ¿Qué procesos de densificación se producirían en una ciudad sin regulación urbana? ¿Cuál ha sido el proceso de crecimiento de las ciudades españolas en los últimos años? ¿Qué problemas genera el hecho que no se deje densificar el centro de las ciudades? ¿Por qué las ciudades son tan importantes para generar riqueza en una sociedad? ¿Cómo solucionar el problema de escasez de vivienda en las grandes ciudades?,entrevista,
"39La Inmobiliaria / La Calle / La Plaza
31La Calle y La Plaza","https://www.youtube.com/watch?v=ctuA8l4EZsI&ab_channel=EPFLColl%C3%A8gedesHumanit%C3%A9sCDH “Are you sure ? » avec Paola Vigano, architecte, professeure et directrice du labo d’urbanisme EPFL","“Are you sure ? » avec Paola Vigano, architecte, professeure et directrice du labo d’urbanisme EPFL",FR,¿Cómo saben los científicos que lo que dicen es cierto? ¿Cómo utiliza la gente los espacios? ¿Se puede llegar a verdades universales en urbanismo? ¿Debería el urbanista saber vivir en la duda permanente? ¿Hay una contradicción constante entre la certitud que se espera del urbanista y su práctica real? ¿Cómo podría ser la ciudad del futuro? ¿Para qué sirve imaginar la ciudad del futuro? ¿Cómo diseñar ciudades que se adapten al cambio climático? ¿Es adecuado crear espacios que solo se sustentan con el modelo energético actual? ¿Deberíamos diseñar las ciudades para poder coexistir a largo plazo con el mundo que nos rodea? ¿Está el futuro en ciudades que estén mezcladas con el mundo natural?,entrevista,
"39La Inmobiliaria / La Calle / La Plaza
31La Calle y La Plaza",https://www.youtube.com/watch?v=9bKWr2IjylM&ab_channel=LSECities Ordinary streets etnografía,Research | Ordinary Streets,ENG,"¿Qué hace que la gente utilice un sitio o infraestructura? ¿Qué hace que unas calles estén llenas de vida y otras no? ¿Se basan en conclusiones científicas los políticos cuando toman decisiones urbanísticas? ¿Cómo analizar las ciudades para ver qué es lo que funciona mejor para que haya gente? ¿Qué es la etnografía urbana? ¿Es un buen método para estudiar las calles de una ciudad? ¿Sirve para sacar conclusiones? ¿Puede ayudar a saber qué tipo de ciudad funciona mejor? ¿Cómo podrían utilizar estas herramientas arquitectos y urbanistas? ¿Permitiría abordar un enfoque científico en urbanismo? Las calles como laboratorio… ¿Se podría llegar a conclusiones a base de prueba y error? ¿Haría falta prueba y error? ¿En urbanismo, se puede llegar a verdades solo con razonamientos lógicos sin necesidad de experimentación?",reportaje,
40La Antena,https://www.youtube.com/watch?v=pOiQsuQNXfA&ab_channel=Then%26Now How Fox News Changed the World,How Fox News Changed the World,ENG,¿Cómo influencia Fox News el discurso de todo el mundo occidental? ¿Cuándo apareció la televisión y cómo cambió el mundo? ¿Qué es lo que hace a la televisión nociva para la sociedad? ¿Qué discurso se tiende a incentivar en los medios informativos centralizados? ¿Por qué interesa que el discurso sea emocional y dramático? ¿Cómo se ha usado la televisión para favorecer ciertos candidatos políticos? ¿Cuándo salió la CNN y porqué fue tan innovadora? ¿Cómo fueron evolucionando los programas de televisión? ¿Cuándo empezaron a competir los telenoticias con los programas de entretenimiento? ¿Hay que darle a la gente lo que quiere oír? ¿Qué dos formas tenemos de pensar y a cuál intentan responder la mayoría de programas de noticias? ¿Cuál es la formula de Fox News? ¿La emoción gobierna los medios de comunicación?,presentación,
40La Antena,https://www.youtube.com/watch?v=ubHMb7sw7F0&t=7s eh! Quien controla los medios de comunicación,eh! Quien controla los medios de comunicación,ESP,"¿Quién financia los medios de comunicación? ¿De qué empresas o fondos de inversión depende la viabilidad económica de los medios? ¿Por qué cuando se dice que los medios están controlados suena a conspiración? Si pueden evitarlo y está en sus manos, ¿Es lógico que dejen de mostrar ciertas noticias que les perjudican? ¿Es algo que es consecuencia de la dinámica del mercado? ¿Aunque no sea deliberado, puede acabar siendo un problema? ¿Cómo puede esto influir en la opinión de la gente? No tener unos medios de comunicación libres, ¿Puede perjudicar a la democracia de un país? ¿España es el único país donde ocurre esto? ¿O es un fenómeno mundial?",presentación,
40La Antena,https://www.youtube.com/watch?v=_4axjEPMC3o&ab_channel=DarinMcNabb Chomsky y el modelo de la propaganda,Chomsky y el modelo de la propaganda,ESP,¿Dependemos de los medios? ¿Cómo funcionan los medios de comunicación? ¿Se filtra la información que nos llega? ¿Qué quiere decir que la propiedad determina el contenido? ¿Cuáles son los 5 filtros? ¿Cómo influye el accionista en qué saldrá en su medio? ¿Por qué influye la publicidad en la precaución que tienen los medios al tratar noticias de sus patrocinadores? ¿Qué es el “humor de compra” y qué temas que se tratan en los medios para mantenerlo? ¿Cómo y por qué se evita informar y se prefiere entretener? ¿Cuáles son las fuentes de las que obtienen la información? ¿Qué es el “flak”? ¿Cómo se usa en estados unidos la retórica anti- terrorismo y anti- drogas? ¿Se usa o se usó en algún momento también en nuestro país? ¿Con qué actitud nos tenemos que informar a sabiendas de todo esto?,presentación,
40La Antena,https://www.youtube.com/watch?v=tTBWfkE7BXU&ab_channel=Chomsky%27sPhilosophy Noam Chomsky – Manufacturing Consent,Noam Chomsky – Manufacturing Consent,ENG,"¿Quién está en la posición de tomar decisiones en nuestra sociedad? ¿Qué rol tiene la clase política? ¿Quién tiene el poder de evitar que se emitan ciertas noticias? ¿Bajo qué intereses se escribe la historia? ¿Quién financia los canales de noticias, programas de televisión y diarios que informan a la población? ¿Qué papel desempeñan las empresas anunciantes de publicidad? ¿Es un control directo o indirecto el que ejercen sobre el discurso público?",entrevista,
40La Antena,"https://www.youtube.com/watch?v=RGJr08N-auM&ab_channel=TomNicholas Society of the Spectacle : WTF ? Guy Debord, Situationism and the Spectacle Explained | Tom Nicholas","Society of the Spectacle : WTF ? Guy Debord, Situationism and the Spectacle Explained | Tom Nicholas",ENG,¿Qué es la sociedad del espectáculo de Guy Debord? ¿Qué fue la internacional situacionista? ¿Qué es lo que hace que busquemos la felicidad comprando nuevos productos? ¿Qué es lo que realmente necesitamos de los productos que consumimos? ¿Quién sustenta el espectáculo?,presentación,
40La Antena,https://www.youtube.com/watch?v=LJrGFQ8GokQ&ab_channel=Es.Pol%C3%ADtica ¿Qué es un Lobby Político?,¿Qué es un Lobby Político?,ESP,¿Qué es un lobby político? ¿Cómo es un lobby en el imaginario popular? ¿Sabemos lo comunes y casuales que son? ¿Cómo han cambiado los lobbys en los últimos años? ¿Qué diferentes tipos de lobby hay? ¿Por qué el sistema político necesita crear lobbys? ¿Cómo necesitan de los medios afines al partido para generar opinión pública y presión social? ¿Qué es un tanque de pensamiento? ¿Qué son los lobbys ajenos al sistema político? ¿Una ONG o una empresa serian un lobby? ¿Con qué negocia un medio ajeno al sistema político? ¿Cómo algunos hacen donaciones o les pasan información? ¿Es malo todo esto o es inevitable? ¿Cómo tendría que ser para que fuese sano? ¿Cómo debería regularse la existencia y las relaciones de poder de los medios? ¿Debería regularse?  ,presentación,
40La Antena,https://www.youtube.com/watch?v=bPosoRD943A&ab_channel=Quetzal Quetzal libertad de expresión,Quetzal libertad de expresión,ESP,"¿Qué es la libertad de expresión? ¿Podemos bromear con cualquier cosa? ¿Hasta qué punto es lícito hacer bromas que ofendan los sentimientos religiosos, raciales o culturales? ¿Cuál es el límite? ¿Qué es el principio de daño de John Stuart Mill? ¿Cómo se define lo que es el daño a los demás? ¿Es lícito dictar sentencia sobre alguien por algo que ha dicho y no por algo que ha hecho? ¿Qué pasó en el genocidio de Ruanda? ¿Se puede considerar la ofensa de un tercero como un daño? ¿Qué ocurre si uno aboga por censurar lo que defiende? ¿Con qué derecho va a defenderse cuando el ofensor sea él? ¿Qué es lo que hace grande a un humorista? ¿Puede molestar que destapen el sinsentido de nuestras estructuras sociales? ¿Cómo se combate la ofensa? ¿Por qué hay que defender la libertad de expresión?",presentación,
40La Antena,https://www.youtube.com/watch?v=ePwaGvo-dTU&ab_channel=ANIMAMarina,"libertad de expresión, libertad de pensamiento y censura",ESP,¿Qué es la libertad de pensamiento? ¿Tiene valor la libertad de expresión sin libertad de pensamiento? ¿Por qué estamos más interesados en expresar que en escuchar? ¿Cuál es el motivo principal de un conflicto? ¿Qué ocurre cuando nos identificamos con nuestras ideas? ¿Qué ocurre cuando las cuestionan y no estamos abiertos a escuchar? ¿Está infantilizada la sociedad? ¿Por qué se evita la crítica y el debate con fundamento? ¿Qué nos evita alcanzar nuestro verdadero potencial? ¿Por qué nos da pánico equivocarnos cuando nuestra identidad está tan ligada a nuestras ideas? ¿Por qué últimamente existe la idea de que todo es relativo y una cuestión de opinión? ¿Qué es lo real? ¿Qué es lo que realmente sucede? ¿Por qué a veces creamos ilusiones para escapar de lo que realmente está sucediendo? ¿Uno puede evitar este escape de la realidad?,presentación,
40La Antena,https://www.youtube.com/watch?v=cJXv4NS3elI&t=70s&ab_channel=%C3%81lvaroBernad “Los activistas de la igualdad social se han convertido en censores” | Entrevista a Soto Ivars,“Los activistas de la igualdad social se han convertido en censores” | Entrevista a Soto Ivars,ESP,"¿Se ha convertido la libertad de expresión en algo indeseado? ¿Por qué se está castigando a gente por expresar su opinión? ¿Puede haber cambio en las ideas preestablecidas sin libertad de expresión? ¿Por qué ya no hay paredes en la casa del ahorcado? ¿Puede haber libertad de expresión sin riesgo de ofender a alguien? ¿Qué es la postcensura? ¿Tenemos al censor dentro de nosotros? ¿Cómo saber si te autocensuras o eres víctima de la censura? ¿Quién tiene más poder en una cultura? ¿Dónde está el poder en el mundo globalizado? ¿Qué es lo que llevó a Galileo a defender la verdad, aunque supiese que no sería bienvenida? ¿No deberían tener ningún peso las emociones? ¿Bebe la masa de individuos que están solos y no se quieren a sí mismos? ¿Qué es lo que hace que nos separemos en tribus de opinión? ¿Qué ha cambiado en el momento actual para que pueda aparecer el tribalismo? ¿Qué es lo único que nos separa de una dictadura?",entrevista,
41El Zoo,https://www.youtube.com/watch?v=aGdiAZWmoIQ Ter Orcas,Ter Orcas,ESP,¿Cómo ayuda entender la complejidad y la inteligencia de una especie para comprender su sufrimiento en cautividad? ¿Cómo son las orcas? ¿Dentro de qué familia están? ¿Por dónde nadan? ¿Qué son las orcas residentes? ¿Y las transeúntes? ¿En qué tipo de sociedades viven? ¿Qué es una sociedad matriarcal? ¿Cuántas orcas hay en el mundo? ¿Cómo las distinguen los biólogos? ¿Qué quiere decir que es el único animal que tiene culturas? ¿Tienen dialectos? ¿Qué costumbres sociales tienen? ¿Qué técnicas de caza elaboran? ¿Cuántos quilómetros nadan al día? ¿Cómo es su cerebro? ¿Qué vínculos consiguen tener? ¿Es lógico tener encerrado en una piscina a un animal de estas características?,presentación,
41El Zoo,https://www.youtube.com/watch?v=8_a-7WYTm78&ab_channel=HablandodeCienciaDivulgacion Evolución y cognición. Del cerebro animal al cerebro humano,Evolución y cognición. Del cerebro animal al cerebro humano,ESP,¿De qué hablamos cuando hablamos de inteligencia? ¿Qué es la capacidad cognitiva? ¿La inteligencia se puede sacar de su contexto sociocultural? ¿Qué especies animales tienen una capacidad cognitiva alta? ¿Qué lazos sociales consiguen tener? ¿Qué especies han desarrollado más capacidades sociales? ¿Podemos hablar de tradiciones culturales fuera del contexto humano? ¿Qué es la inteligencia colectiva de una especie? ¿Qué diferencia nuestro cerebro del de otros animales? ¿Cómo sabemos qué animales viven bien en cautividad y cuales no? ¿Tendría que hacerse la selección basándose en la capacidad cognitiva? ¿O en sus necesidades básicas? ¿La libertad para ellos sería una necesidad básica? ¿Cómo saberlo?,presentación,
41El Zoo,https://www.youtube.com/watch?v=EyFOUGppHco&ab_channel=TheDocumentaryNetwork Zoochosis – the living conditions of animals in captivity,Zoochosis – the living conditions of animals in captivity,ENG,¿Cuál es la historia de los zoos? ¿Cómo eran antes? ¿En qué condiciones vivían? ¿Ha mejorado su condición en los zoos actuales? ¿Qué comportamiento tienen los animales en condiciones de estrés? ¿Qué son los comportamientos estereotipados? ¿Cómo se puede saber su causa? ¿Los tienen solo en cautividad? ¿Cómo les afecta estar en un zoo a algunas especies? ¿Cómo experimentan las emociones los animales? ¿Cómo sienten el dolor? ¿Lo sabremos algún día? ¿Qué necesita un animal en captividad? ¿Cómo se les intenta mantener mentalmente activos en los zoológicos? ¿Puede que algunas especies no se puedan mantener cautivas en buenas condiciones? ¿El oso polar una de ellas? ¿Y las especies depredadoras? ¿Es imposible que desarrollen su instinto de caza en cautividad? ¿Hay otras especies que viven bien en cautividad? ¿Puede que los zoos sean necesarios para evitar la extinción de algunas especies? ¿Hay otros modelos? ¿Alguna alternativa al modelo de zoo actual?,documental,
41El Zoo,https://www.youtube.com/watch?v=F2J7pdatvAg&ab_channel=AnimalPlanetLatinoam%C3%A9rica Frank lobos Zamora,Frank lobos Zamora,ESP,¿Cómo tiene que ser un sitio para que un animal se sienta a gusto? ¿Qué tamaño debe tener su jaula para que se asemeje a la libertad? ¿Qué es la semilibertad? ¿Cómo se le tiene que dar de comer a un depredador para que siga desarrollando su instinto de caza? ¿Cuánta superficie se debería utilizar para hacer un santuario donde cupiesen todos los animales de un zoo convencional? ¿Es un modelo que se pueda extender? ¿O no sería económicamente viable? ¿Tendría que estar lejos de la ciudad? ¿Iría la gente si lo tuviese tan lejos? ¿Cómo les afecta a los ganaderos que se dispare la población de lobos? ¿Es necesaria la caza para controlar la población de depredadores en libertad? ¿Hay que asumir que ya hace tiempo que rompimos el equilibrio en que estaban los ecosistemas? ¿Qué otra opción hay? ¿Poner al ganado en naves industriales para protegerlo del lobo?,reportaje,
41El Zoo,https://www.youtube.com/watch?v=P-FttH-T9R0 El zoológico ideal,El zoológico ideal,ESP,¿Cómo están evolucionando los zoológicos? ¿Cómo deberían transformarse? ¿El futuro está en ir mejorando las condiciones de los animales en cautividad? ¿Qué especies es lógico tener en un zoológico? ¿Cómo es el zoológico de Goldau? ¿Qué labor puede hacer el centro para la reintroducción de especies en el ecosistema local? ¿Un zoológico tiene que exponer fauna local o exótica? ¿Hace falta tener físicamente a un animal para informar a la gente sobre una especie? ¿Cuál es la tarea primaria de los zoológicos? ¿La educación ambiental o la reinserción de especies? ¿La presión de atraer a mucha gente al zoológico está por encima del bienestar de los animales? ¿Qué animales es preferible no mantener en cautividad? ¿Hay herramientas de comunicación suficientes para poder educar sin enjaular al animal? ¿Realmente se está educando cuando se tiene al animal en cautividad? ¿O la gente va al zoológico solo para verlo físicamente y no se lee la información que se le da?,reportaje,
41El Zoo,https://www.youtube.com/watch?v=8diJgY6ezbs ZOXXI,ZOXXI,ESP,"¿El actual modelo de zoo está obsoleto? ¿Cómo podría cambiar el modelo de zoo? ¿Y si, en lugar de invertir en mantener al animal en cautividad en las mejores condiciones posibles, se trabajara para estudiar y restaurar su ecosistema autóctono? ¿Qué contenido audiovisual didáctico se podría llegar a hacer? Si todos los zoos del mundo trabajaran en hacer y compartir este contenido, ¿Cómo podría mejorar la situación de miles de animales y ecosistemas? ¿Cuánto contenido documental y cuantas experiencias podría darte un zoo como éste? ¿Cineastas, periodistas y biólogos trabajarían para crear contenido? ¿Iría mucha más gente al zoo si se supiera que con el dinero de la entrada se está restaurando todo un ecosistema? ¿A qué niveles de comprensión de un ecosistema podría llegar el visitante? ¿Cómo se mezclaría la educación ambiental con el arte para mantener al visitante atento?",presentación,
"42La Residencia de Ancianos
47La Frontera",https://www.youtube.com/watch?v=NckmgpnxxJ8&ab_channel=LibertadConstituyenteTV La vejez: Lagrimas en la lluvia,La vejez: Lagrimas en la lluvia,ESP,¿Qué es la vejez? ¿Cómo se puede afrontar esta etapa de la vida? ¿Qué limitaciones y virtudes tiene? ¿El viejo ha dejado de verse como un maestro? ¿Se ha roto la transmisión de cultura y pensamiento? ¿Cómo ha cambiado la forma en que se trata a los ancianos? ¿Está habiendo un abandono de los ancianos por parte de sus familias? ¿Qué fenómenos lo están propiciando? ¿Qué consecuencia ha tenido que la mujer se incorpore en el mundo laboral sin que el hombre la sustituya en las tareas de cuidados? ¿Es necesario que el viejo tenga un proyecto vital para poder disfrutar de su vejez? ¿Qué tiene de malo dedicarse a su proyecto si la persona aún se encuentra en plena juventud mental? ¿Uno puede seguir aprendiendo por muy cascado que esté su cuerpo? ¿Qué es el viejismo? ¿Qué es la psicología del viejo? ¿Qué importancia tiene que el anciano recupere o encuentre el sentido de vivir? ¿Por qué el viejo es pobre? ¿Qué es la penalización del ahorro? ¿Es porque el dinero que hicieron en su juventud se ha devaluado? ¿Qué es lo que ha causado esta inflación y cómo les afecta a las personas mayores?,debate,
"42La Residencia de Ancianos
47La Frontera",https://www.youtube.com/watch?v=dUvdei1HqxE&ab_channel=GrandesAmigos No me dejes solo película soledad de los mayores,No me dejes solo película soledad de los mayores,ESP,"¿Cómo ha ido cambiando la sociedad en los últimos años? ¿Qué consecuencias tiene que hijos y nietos tengan que salir de su círculo social para ir a buscar trabajo a otros países? ¿Cómo se siente una persona que se queda en un sitio cuando todos sus amigos, conocidos y familia se han tenido que ir o no tienen tiempo para visitarla? ¿Qué efecto está teniendo la creciente precarización del trabajo? ¿Qué ocurre cuando toda una población incrementa el consumo de contenido audiovisual dentro de casa? ¿Por qué los barrios ya no son lo que eran antes? ¿Qué pasa cuando se ha roto el tejido social que había y no se ha formado uno nuevo? ¿Cómo es sentirse solo? ¿Cómo les afecta esta situación a las personas mayores? ¿Se puede hablar de una epidemia de soledad? ¿Es un problema que no depende de la edad?",película,
"42La Residencia de Ancianos
47La Frontera",https://www.youtube.com/watch?v=yT01CAWDtGM&ab_channel=EnPocasPalabras%E2%80%93Kurzgesagt La soledad Kurzgesagt,La soledad Kurzgesagt,ESP,¿Qué es la soledad? ¿Por qué nos sentimos así cuando estamos solos? ¿Cómo eran las comunidades en las que nuestros cerebros evolucionaron? ¿Qué tendencia hizo que se disolvieran estas comunidades? ¿Cuáles son los inconvenientes del mundo moderno? ¿Qué ocurre cuando uno deja su grupo social? ¿Qué es la soledad crónica? ¿Cómo afecta a la salud? ¿Qué comportamiento se suele adoptar? ¿Cómo se entra en un círculo de soledad? ¿Qué se puede hacer para escapar de éste? ¿Cómo desarrollar un mundo en el que primen las relaciones sociales? ¿Por qué tanta gente se encuentra en esta situación? ¿Hay otras culturas que nos puedan hacer intuir hacia dónde vamos si seguimos así?,presentación,
"42La Residencia de Ancianos
47La Frontera",https://www.youtube.com/watch?v=sx3mQftSMSo&ab_channel=Salari Why are the Japanese so Lonely?,Why are the Japanese so Lonely?,ENG,"¿Por qué la gente está tan sola en la época más digitalmente conectada? ¿Qué está ocurriendo en las sociedades de todo el mundo? ¿Cómo está el panorama en Japón? ¿Por qué les cuesta tanto a los japoneses mantener relaciones sociales fuera del trabajo? ¿Cómo se traslada en la dificultad de mantener lazos sociales, que una sociedad le dé tanta importancia al trabajo? ¿Qué negocios están saliendo para rellenar este agujero en la vida social de la gente? ¿Qué clase de servicios se dan para satisfacer las necesidades sociales de las personas? ¿Qué son los Hikikomori? ¿Por qué están subiendo los suicidios? ¿Cómo es la muerte solitaria en Japón? ¿Qué es el bosque de los suicidios? ¿Cómo toda una sociedad puede llegar a estos niveles? ¿Cómo influye en esto la cultura japonesa? ¿A qué conclusión se puede llegar? ¿Qué es lo que ha producido esta situación? ¿Cómo de importante es que una población tenga tiempo para construir y mantener relaciones sociales, sentimentales y familiares? ¿Cómo de importante es para el crecimiento personal? ¿Qué podemos aprender de los problemas que afronta Japón?",presentación,
